"slug","verdict","genre","overallAvg","overallPriority","titleAvg","titlePriority","currentTitle","titleLength","titleOk","metaAvg","metaPriority","currentMeta","metaLength","metaOk","sonnet_titleScore","sonnet_suggestedTitle","sonnet_metaScore","sonnet_suggestedMeta","gemini_titleScore","gemini_suggestedTitle","gemini_metaScore","gemini_suggestedMeta","grok_titleScore","grok_suggestedTitle","grok_metaScore","grok_suggestedMeta"
"the-shining","Book Wins","Horror / Psychological","6","medium","3","high","The Shining Book vs Movie: Kubrick's Jack Is Already Evil. King'…","65","TOO LONG","9","low","King wrote a tragedy about a good man destroyed. Kubrick made a horror film about a man who was always a monster. Read the book first.","134","ok","3","The Shining Book vs Movie: King's Tragedy vs Kubrick's Evil","8","King wrote tragedy about a good man destroyed. Kubrick made horror about a man always monstrous. Read the book first.","3","The Shining: Book vs Movie (Tragedy vs. Pure Horror)","10","King wrote a tragedy about a good man's descent into madness. Kubrick filmed a horror story about a monster. See why this key change matters.","3","The Shining Book vs Movie: Jack's True Evil","9","King's Shining is a tragic fall; Kubrick's Jack is pure evil. Which wins? Read the book first and compare with us!"
"verity","Book Wins","Psychological Thriller","6.2","medium","5.3","medium","Verity Book vs Movie: The Manuscript's Horror Only Works Unfilmed","65","TOO LONG","7","medium","Hoover's graphic passages create dread no studio will touch. Hathaway's restrained performance can't replicate what you imagine on the page.","140","ok","8","Verity Book vs Movie: The Manuscript Horror Can't Be Filmed","6","Hoover's graphic manuscript creates dread no studio will touch. Hathaway's performance can't match what you imagine. Read first.","5","Verity: Book vs Movie (Why It Can't Be Faithfully Filmed)","7","The book's shocking manuscript creates a dread that can't be filmed. Can the movie succeed? We explain why the book's version will always win.","3","Verity Book vs Movie: Unfilmed Horror","8","Hoover's Verity horrifies on the page; no film can match it. Which wins? Read the book first and compare with us!"
"ghost-world","Film Wins","Graphic Novel / Coming-of-Age","6.8","medium","6","medium","Ghost World Book vs Movie: Buscemi and Johansson Make Clowes Real","65","TOO LONG","7.7","low","Zwigoff cast the film so perfectly that Enid and Seymour feel more alive on screen than on the page. A rare case where actors deepen a comic.","141","ok","8","Ghost World Book vs Movie: Film Wins—Buscemi Makes Clowes Real","7","Zwigoff cast so perfectly that Enid and Seymour gain depth on screen. Rare case where actors deepen a comic. Watch first.","5","Ghost World: Book vs Movie (Why the Film Wins)","8","A rare case where the film wins. Zwigoff's perfect casting makes Enid and Seymour feel more alive than in the graphic novel. See our full analysis.","5","Ghost World Book vs Movie: Actors Bring Depth","8","Film's casting makes Enid real over comic. Rare win! Which is better? See our Ghost World comparison!"
"jaws","Film Wins","Thriller / Adventure","6.8","medium","6.3","medium","Jaws Book vs Movie: Spielberg's Restraint Beats Benchley's Pulp","63","TOO LONG","7.3","low","Jaws book vs movie: Spielberg made Benchley's B-movie premise mythic. Either order works — the film transcends the novel's pulp completely.","139","ok","9","Jaws Book vs Movie: Spielberg's Restraint Beats Benchley's Pulp","7","Spielberg made Benchley's B-movie premise mythic. The film fixes the book's soap opera subplots. Either order works.","5","Jaws Book vs Movie: How Spielberg's Film Beat the Book","7","Jaws book vs movie: Spielberg turned Benchley's pulp novel into a mythic masterpiece. We break down why the film is one of the rare cases that wins.","5","Jaws Book vs Movie: Spielberg's Myth Wins","8","Jaws: Spielberg's film outshines Benchley's pulp. Which wins? Watch or read first!"
"about-a-boy","Too Close to Call","Literary Fiction / Comedy","7","medium","6","medium","About a Boy Book vs Movie: Hornby Owns Marcus. Grant Owns Will.","63","TOO LONG","8","low","The novel gets inside Marcus's head in ways the film can't. The film gives Will a face Hornby never quite managed. Both are essential.","134","ok","9","About a Boy Book vs Movie: Hornby Owns Marcus, Grant Owns Will","7","Hornby gets inside Marcus's head. Grant gives Will the face Hornby couldn't. Both essential—read first for Marcus's voice.","5","About a Boy: Book vs Movie (Hornby's Marcus vs Grant's Will)","8","The novel owns Marcus's inner world, but the film gives Will the perfect face. We explain why both are essential & which you should start with.","4","About a Boy Book vs Movie: Marcus vs Will","9","Hornby's novel nails Marcus; the film perfects Will. Which wins? Read our comparison now!"
"no-country-for-old-men","Too Close to Call","Crime Thriller / Literary Fiction","7","medium","7","medium","No Country for Old Men Book vs Movie: McCarthy Meets the Coens","62","TOO LONG","7","medium","No Country for Old Men book vs movie: The Coens' restraint matches McCarthy's brutality perfectly. Either order works — both are devastating.","141","ok","9","No Country for Old Men Book vs Movie: McCarthy Meets the Coens","6","The Coens' restraint matches McCarthy's brutality perfectly. Both are devastating—the film honors the novel's nihilism. Either order works.","","","","","5","No Country Book vs Movie: Coens vs McCarthy","8","No Country: Coens’ film matches McCarthy’s brutality. Which wins? See both!"
"norwegian-wood","Too Close to Call","Literary Fiction / Romance","7.3","low","7.5","low","Norwegian Wood Book vs Movie: Murakami's Grief vs Hung's Visuals","64","TOO LONG","7","medium","Norwegian Wood book vs movie: Murakami's introspection meets Hung's lush cinematography. Either order works—the film honors mood over plot.","139","ok","10","Norwegian Wood Book vs Movie: Murakami's Grief vs Hung's Visuals","6","Murakami's introspection meets Hung's lush cinematography. The film honors the novel's melancholy without explaining it. Either order works.","","","","","5","Norwegian Wood Book vs Movie: Grief Battle","8","Norwegian Wood: Murakami’s grief vs Hung’s visuals. Which wins? Experience both!"
"outlander","Book Wins","Historical Fiction / Romance","7.5","low","6","medium","Outlander Book vs Series: You Never Hear Claire Think on Screen","63","TOO LONG","9","low","Balfe is perfect casting. But Gabaldon's first-person narration gives you Claire's mind in ways the series can't. Read the book first.","134","ok","9","Outlander Book vs Series: Claire's Mind vs Balfe's Face","8","Balfe is perfect, but Gabaldon's first-person narration gives you Claire's thoughts in ways TV can't. Book wins—read first.","5","Outlander Book vs Series: Why You Can't Hear Claire Think","10","Outlander book vs series: Caitríona Balfe is a perfect Claire, but the show loses her internal voice. We explain why the book's narration wins.","4","Outlander Book vs Series: Claire's Mind Missing?","9","Outlander book vs series: Gabaldon's Claire shines in text, not on screen. Which wins? Compare now!"
"the-godfather","Film Wins","Crime / Literary Fiction","7.5","low","6.3","medium","The Godfather Book vs Movie: Coppola Made Art From Puzo's Pulp","62","TOO LONG","8.7","low","Puzo wrote a bestseller. Coppola made a masterpiece. The novel is crime fiction. The film is American tragedy.","110","ok","9","The Godfather Book vs Movie: Coppola Made Art From Puzo's Pulp","9","Puzo wrote a bestseller. Coppola made a masterpiece. The novel is crime fiction. The film is American tragedy.","5","The Godfather: Book vs Movie — How Coppola Made Art From Pulp","8","Puzo wrote a bestseller. Coppola made an American tragedy. We break down the key changes that elevated a pulp novel into a cinematic masterpiece.","5","Godfather Book vs Movie: Coppola's Masterpiece","9","Puzo's pulp vs Coppola's tragic art. See why the film wins!"
"mickey-17","Book Wins","Science Fiction / Dark Comedy","7.8","low","7.5","low","Mickey 17 Book vs Movie: Ashton's Dread Lingers. Bong's Resolves.","65","TOO LONG","8","low","Joon-ho made a stunning film. It still can't hold the existential terror Ashton sustains in Mickey's head. Read the book first.","127","ok","10","Mickey 17 Book vs Movie: Ashton's Dread Lingers. Bong's Resolves.","8","Bong made a stunning film. It still can't hold the existential dread—what does it mean to be you?—Ashton sustains. Read first.","","","","","5","Mickey 17 Book vs Movie: Dread vs Resolve","8","Mickey 17: Ashton’s dread beats Bong’s film. Which wins? Read first!"
"misery","Too Close to Call","Horror / Thriller","7.8","low","9","low","Misery Book vs Movie: King's Axe vs Bates's Face — Both Win","59","ok","6.5","medium","The novel has Paul's terror and the full horror of the hobbling. The film has Kathy Bates. One of the rare ties where both versions are essential.","146","ok","9","Misery Book vs Movie: King's Axe vs Bates's Face — Both Win","6","The novel has Paul's terror and the full hobbling horror. The film has Kathy Bates's face. Both are essential—either order works.","","","","","9","Misery Book vs Movie: Axe vs Bates Wins","7","Misery: King’s terror and Bates’s face tie. Which wins? Experience both now!"
"normal-people","Too Close to Call","Literary Fiction / Romance","8","low","7.5","low","Normal People Book vs Series: Rooney's Silence vs. Mescal's Face","64","TOO LONG","8.5","low","The novel gives you what Connell can't say. The series gives you what he can't hide. Both are essential. Start with either.","123","ok","10","Normal People Book vs Series: Rooney's Silence vs. Mescal's Face","9","The novel gives you what Connell can't say. The series gives you what he can't hide on his face. Both essential—either order.","","","","","5","Normal People Book vs Series: Silence Wins","8","Normal People: Book’s silence vs series’ emotion. Which wins? Start anywhere!"
"shawshank-redemption","Film Wins","Literary Fiction / Drama","8","low","8.5","low","Shawshank Redemption Book vs Movie: Darabont Perfects King","58","ok","7.5","low","Shawshank Redemption book vs movie: King's novella is great, but Darabont's film is a masterpiece. Either order works—the film loses nothing.","141","ok","9","Shawshank Redemption Book vs Movie: Darabont Perfects King","7","King's novella is great, but Darabont's film is a masterpiece that loses nothing. Rare film win—watch first or either order works.","","","","","8","Shawshank Redemption: Book vs Movie Mastery","8","Shawshank book vs movie: Darabont's film perfects King's tale. Which wins? Compare now on our site!"
"enders-game","Book Wins","Science Fiction","8.8","low","8.3","low","Ender's Game Book vs Movie: The Novel Is Unfilmable","51","ok","9.3","low","Card's novel lives inside Ender's mind. The 2013 film can't follow. We break down the 5 biggest differences — and why the book wins decisively.","143","ok","6","Ender's Game Book vs Movie: Why Card's Mind Games Lost","8","Card's novel explores Ender's psychology deeply. The 2013 film rushes the strategy. 5 key differences show why the book wins decisively.","10","Ender's Game Book vs Movie: The Novel Is Unfilmable","10","Card's novel lives inside Ender's mind. The 2013 film can't follow. We break down the 5 biggest differences — and why the book wins decisively.","9","Ender's Game Book vs Movie: Mind vs Screen","10","Card's Ender's Game novel dives deep into Ender's mind, unlike the 2013 film. See the 5 key differences and why the book wins!"
